section,brand,model_ocr,reason,brand_in_catalog,catalog_season,catalog_model_year,page,size,source_docId,source_url,note
mens,Atomic,Cold Smoke,MODEL_NEW_CANDIDATE,yes,2006/07,2007,5,160,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Atomic,Dreamraider,MODEL_NEW_CANDIDATE,yes,2006/07,2007,5,165,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Burton,Un Inc,MODEL_NEW_CANDIDATE,yes,2006/07,2007,6,156,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Burton,Seven,MODEL_NEW_CANDIDATE,yes,2006/07,2007,7,158,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,F2,Airbase,MODEL_NEW_CANDIDATE,yes,2006/07,2007,8,160,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,F2,Random,MODEL_NEW_CANDIDATE,yes,2006/07,2007,9,157,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,F2,Real,MODEL_NEW_CANDIDATE,yes,2006/07,2007,9,160,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,F2,Spin Air,MODEL_NEW_CANDIDATE,yes,2006/07,2007,9,157,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,F2,Real Gold,MODEL_NEW_CANDIDATE,yes,2006/07,2007,9,160,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,F2,Sonic,MODEL_NEW_CANDIDATE,yes,2006/07,2007,9,160,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,F2,Summit,MODEL_NEW_CANDIDATE,yes,2006/07,2007,9,164,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
mens,Santa Cruz,Seth Huot TT,MODEL_NEW_CANDIDATE,yes,2006/07,2007,10,160,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model NOT in catalog (fuzzy spurious/distinct). Human verify.
mens,Santa Cruz,Park TT,MODEL_NEW_CANDIDATE,yes,2006/07,2007,10,154,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model NOT in catalog (fuzzy spurious/distinct). Human verify.
mens,Salomon,David Benedek Series,MODEL_NEW_CANDIDATE,yes,2006/07,2007,11,157,blue-tomato-snowboardkatalog0607,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog0607,brand confirmed; model not in catalog. Sourced appearance BT 06/07 (MY2007). Human verify.
