section,brand,model_ocr,catalog_model_name,match_type,confidence,catalog_season,catalog_model_year,source_docId,source_url,note
mens,Lib Tech,Dark Series,Dark Series,EXACT,verified,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,
mens,Lib Tech,TRS,TRS,EXACT,verified,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,
mens,Lib Tech,Skunk Ape,Skunk Ape,EXACT,verified,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,
mens,Lib Tech,Travis Rice,Travis Rice Horsepower,QUALIFIED,verified,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,printed 'Travis Rice' = catalog 'Travis Rice Horsepower' + qualifier
mens,Lib Tech,Jamie Lynn Phoenix,Phoenix,QUALIFIED,verified,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,printed 'Jamie Lynn Phoenix' = catalog 'Phoenix' + qualifier
mens,Lib Tech,Skate Banana,Skate Banana,EXACT,verified,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,
mens,Burton,Vapor,Vapor,EXACT,verified,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,
mens,Burton,T6,T6,EXACT,verified,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,
mens,Burton,Custom X,Custom X,EXACT,verified,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,
mens,Burton,Supermodel X,Supermodel X,EXACT,verified,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,
mens,Burton,Jussi,Jussi,EXACT,verified,2009/10,2010,blue-tomato-snowboardkatalog_0910,https://issuu.com/blue-tomato/docs/blue-tomato-snowboardkatalog_0910,
