section,brand,model_ocr,reason,brand_in_catalog,catalog_season,catalog_model_year,page,price_eur,source_docId,source_url,caption,note
mens,Santa Cruz,MVP Decal,MODEL_NEW_CANDIDATE,yes,2005/06,2006,6,329.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Santa Cruz MVP Decal 153 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Santa Cruz,TT Pro Seth Huot,MODEL_NEW_CANDIDATE,yes,2005/06,2006,6,399.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Santa Cruz TT Pro Seth Huot 156 05/06,brand confirmed; specific model NOT in catalog (fuzzy token match was spurious). Human to verify before add.
mens,Santa Cruz,GD Kestenholz,MODEL_NEW_CANDIDATE,yes,2005/06,2006,6,399.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Santa Cruz GD Kestenholz 162 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Santa Cruz,TT Riot,MODEL_NEW_CANDIDATE,yes,2005/06,2006,6,399.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Santa Cruz TT Riot 159 05/06,brand confirmed; specific model NOT in catalog (fuzzy token match was spurious). Human to verify before add.
mens,Santa Cruz,GD Stephen Duke,MODEL_NEW_CANDIDATE,yes,2005/06,2006,6,399.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Santa Cruz GD Stephen Duke 158 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,F2,Revo Airbase,MODEL_NEW_CANDIDATE,yes,2005/06,2006,7,749.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Revo Airbase 160 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,F2,Random,MODEL_NEW_CANDIDATE,yes,2005/06,2006,7,549.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Random 158 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,F2,Gimpl Pro,MODEL_NEW_CANDIDATE,yes,2005/06,2006,7,399.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Gimpl Pro 153 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,F2,Real,MODEL_NEW_CANDIDATE,yes,2005/06,2006,7,499.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Real 160 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,F2,Sonic,MODEL_NEW_CANDIDATE,yes,2005/06,2006,7,399.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Sonic 155 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,F2,Summit,MODEL_NEW_CANDIDATE,yes,2005/06,2006,7,349.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Summit 158 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,F2,Spin Air,MODEL_NEW_CANDIDATE,yes,2005/06,2006,7,499.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,F2 Spin Air 158 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Burton,Seven,MODEL_NEW_CANDIDATE,yes,2005/06,2006,8,399.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Burton Seven 158 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Burton,Un Inc Romain,MODEL_NEW_CANDIDATE,yes,2005/06,2006,8,529.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Burton Un inc Romain 156 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Burton,Un Inc Gigi,MODEL_NEW_CANDIDATE,yes,2005/06,2006,8,529.95,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Burton Un inc Gigi 158 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Atomic,Dreamraider,MODEL_NEW_CANDIDATE,yes,2005/06,2006,10,449.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Atomic Dreamraider 165 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Atomic,Cold Smoke,MODEL_NEW_CANDIDATE,yes,2005/06,2006,10,329.9,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Atomic Cold Smoke 160 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
mens,Bataleon,SX Project,MODEL_NEW_CANDIDATE,yes,2005/06,2006,12,699.0,blue-tomato-snowboard-katalog0506,https://issuu.com/blue-tomato/docs/blue-tomato-snowboard-katalog0506,Bataleon SX Project 163 05/06,brand confirmed; model not in v0.3 catalog. Primary-source appearance in 2006 Blue Tomato catalog; human to verify before add.
